cm Top_i (cm)                   ,age Top_i (yr BP)              ,char Count_i (#)               ,char Vol_i (cm3)               ,char Con_i (# cm-3)            ,char Acc_i (# cm-2 yr-1)       ,charBkg (# cm-2 yr-1)          ,char Peak (# cm-2 yr-1)        ,thresh 1 (# cm-2 yr-1)         ,thresh 2 (# cm-2 yr-1)         ,thresh 3 (# cm-2 yr-1)         ,thresh FinalPos (# cm-2 yr-1)  ,thresh FinalNeg (# cm-2 yr-1)  ,SNI (index)                    ,thresh GOF (p-val)             ,peaks 1                        ,peaks 2                        ,peaks 3                        ,peaks Final                    ,peaks Insig.                   ,peak Mag (# cm-2 peak-1)       ,smPeak Frequ (peaks 1ka-1)     ,smFRIs (yr*fire-1)             ,nFRIs (#)                      ,mFRI (yr fire-1)               ,mFRI_uCI (yr fire-1)           ,mFRI_lCI (yr fire-1)           ,WBLb (yr)                      ,WBLb_uCI (yr)                  ,WBLb_lCI (yr fire-1)           ,WBLc (unitless)                ,WBLc_uCI (unitless)            ,WBLc_lCI (unitless)            
426.5                           ,2760                           ,9.2e-005                       ,1                              ,9.2e-005                       ,2.07e-005                      ,2.3845e-005                    ,-3.1446e-006                   ,3.8759e-006                    ,5.5924e-006                    ,7.5164e-006                    ,7.5164e-006                    ,-8.0502e-006                   ,4.2693                         ,0.12696                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.4254                         ,143.7287                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
428.75                          ,2770                           ,0.0001087                      ,1                              ,0.0001087                      ,2.2646e-005                    ,2.3974e-005                    ,-1.3285e-006                   ,3.7614e-006                    ,5.4429e-006                    ,7.3278e-006                    ,7.3278e-006                    ,-7.9223e-006                   ,4.2562                         ,0.58032                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.456                          ,142.3893                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
430.8333                        ,2780                           ,0.0001432                      ,1                              ,0.0001432                      ,2.864e-005                     ,2.4105e-005                    ,4.5347e-006                    ,3.6468e-006                    ,5.2933e-006                    ,7.1389e-006                    ,7.1389e-006                    ,-7.7936e-006                   ,4.245                          ,0.035498                       ,1                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.4851                         ,141.0814                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
432.8333                        ,2790                           ,0.00011104                     ,1                              ,0.00011104                     ,2.2208e-005                    ,2.4235e-005                    ,-2.0273e-006                   ,3.5334e-006                    ,5.1452e-006                    ,6.9518e-006                    ,6.9518e-006                    ,-7.6653e-006                   ,4.2358                         ,0.048662                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.5128                         ,139.8096                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
434.8333                        ,2800                           ,0.00012112                     ,1                              ,0.00012112                     ,2.3215e-005                    ,2.4361e-005                    ,-1.1466e-006                   ,3.4223e-006                    ,4.9998e-006                    ,6.768e-006                     ,6.768e-006                     ,-7.5383e-006                   ,4.229                          ,0.077494                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.539                          ,138.5782                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
436.75                          ,2810                           ,0.00012738                     ,1                              ,0.00012738                     ,2.4414e-005                    ,2.448e-005                     ,-6.5188e-008                   ,3.3141e-006                    ,4.858e-006                     ,6.5885e-006                    ,6.5885e-006                    ,-7.4129e-006                   ,4.2243                         ,0.17111                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.5639                         ,137.3913                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
438.6667                        ,2820                           ,0.0001408                      ,1                              ,0.0001408                      ,2.3467e-005                    ,2.4588e-005                    ,-1.121e-006                    ,3.2089e-006                    ,4.7198e-006                    ,6.4133e-006                    ,6.4133e-006                    ,-7.2888e-006                   ,4.2216                         ,0.30039                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.5875                         ,136.2525                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
440.3333                        ,2830                           ,0.00013166                     ,1                              ,0.00013166                     ,2.4138e-005                    ,2.4684e-005                    ,-5.4649e-007                   ,3.1064e-006                    ,4.5848e-006                    ,6.2418e-006                    ,6.2418e-006                    ,-7.1652e-006                   ,4.2207                         ,0.22779                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.6099                         ,135.1651                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
442.1667                        ,2840                           ,0.0001573                      ,1                              ,0.0001573                      ,2.5692e-005                    ,2.477e-005                     ,9.2231e-007                    ,3.0071e-006                    ,4.4534e-006                    ,6.0746e-006                    ,6.0746e-006                    ,-7.0422e-006                   ,4.2212                         ,0.38421                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.6313                         ,134.1315                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
443.8                           ,2850                           ,0.0001641                      ,1                              ,0.0001641                      ,2.5846e-005                    ,2.4847e-005                    ,9.9891e-007                    ,2.9114e-006                    ,4.3263e-006                    ,5.9123e-006                    ,5.9123e-006                    ,-6.9199e-006                   ,4.2225                         ,0.66245                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.6516                         ,133.154                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
445.375                         ,2860                           ,0.0001597                      ,1                              ,0.0001597                      ,2.5153e-005                    ,2.4916e-005                    ,2.3698e-007                    ,2.8199e-006                    ,4.2042e-006                    ,5.7559e-006                    ,5.7559e-006                    ,-6.7986e-006                   ,4.2243                         ,0.66412                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.6711                         ,132.2343                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
446.95                          ,2870                           ,0.0001968                      ,1                              ,0.0001968                      ,2.952e-005                     ,2.4978e-005                    ,4.5425e-006                    ,2.7329e-006                    ,4.0874e-006                    ,5.6058e-006                    ,5.6058e-006                    ,-6.6786e-006                   ,4.2265                         ,0.8895                         ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.6898                         ,131.3738                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
448.45                          ,2880                           ,0.0001976                      ,1                              ,0.0001976                      ,3.0628e-005                    ,2.5032e-005                    ,5.5955e-006                    ,2.6506e-006                    ,3.9762e-006                    ,5.4621e-006                    ,5.4621e-006                    ,-6.5601e-006                   ,4.2289                         ,0.55607                        ,0                              ,0                              ,1                              ,1                              ,0                              ,1.334e-006                     ,6.7077                         ,130.5734                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
450                             ,2890                           ,0.0002146                      ,1                              ,0.0002146                      ,2.9508e-005                    ,2.508e-005                     ,4.4277e-006                    ,2.573e-006                     ,3.8707e-006                    ,5.3252e-006                    ,5.3252e-006                    ,-6.4434e-006                   ,4.2316                         ,0.74159                        ,0                              ,1                              ,0                              ,0                              ,0                              ,0                              ,6.7249                         ,129.8341                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
451.375                         ,2900                           ,0.0001979                      ,1                              ,0.0001979                      ,2.886e-005                     ,2.5118e-005                    ,3.7422e-006                    ,2.5002e-006                    ,3.7709e-006                    ,5.1953e-006                    ,5.1953e-006                    ,-6.3289e-006                   ,4.2349                         ,0.28616                        ,1                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.7414                         ,129.1565                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
452.8333                        ,2910                           ,0.0002003                      ,1                              ,0.0002003                      ,2.5872e-005                    ,2.519e-005                     ,6.8176e-007                    ,2.4322e-006                    ,3.677e-006                     ,5.0724e-006                    ,5.0724e-006                    ,-6.2171e-006                   ,4.2389                         ,0.7382                         ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.7572                         ,128.5409                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
454.125                         ,2920                           ,0.000179                       ,1                              ,0.000179                       ,2.4613e-005                    ,2.5203e-005                    ,-5.9042e-007                   ,2.3687e-006                    ,3.5888e-006                    ,4.9564e-006                    ,4.9564e-006                    ,-6.1085e-006                   ,4.244                          ,0.45031                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.7722                         ,127.9873                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
455.5                           ,2930                           ,0.0001784                      ,1                              ,0.0001784                      ,2.23e-005                      ,2.5206e-005                    ,-2.9057e-006                   ,2.3098e-006                    ,3.5063e-006                    ,4.8475e-006                    ,4.8475e-006                    ,-6.0037e-006                   ,4.2504                         ,0.76613                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.7865                         ,127.4953                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
456.75                          ,2940                           ,0.0001968                      ,1                              ,0.0001968                      ,2.46e-005                      ,2.5201e-005                    ,-6.0074e-007                   ,2.2554e-006                    ,3.4297e-006                    ,4.746e-006                     ,4.746e-006                     ,-5.9037e-006                   ,4.2586                         ,0.59583                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8                            ,127.0643                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
458                             ,2950                           ,0.0001928                      ,1                              ,0.0001928                      ,2.41e-005                      ,2.519e-005                     ,-1.0901e-006                   ,2.2056e-006                    ,3.3592e-006                    ,4.6522e-006                    ,4.6522e-006                    ,-5.8095e-006                   ,4.269                          ,0.35029                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8126                         ,126.6934                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
459.25                          ,2960                           ,0.000184                       ,1                              ,0.000184                       ,2.3e-005                       ,2.5177e-005                    ,-2.1765e-006                   ,2.1605e-006                    ,3.295e-006                     ,4.5667e-006                    ,4.5667e-006                    ,-5.7224e-006                   ,4.282                          ,0.45606                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8243                         ,126.3815                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
460.5                           ,2970                           ,0.000173                       ,1                              ,0.000173                       ,2.1625e-005                    ,2.5162e-005                    ,-3.5366e-006                   ,2.1202e-006                    ,3.2375e-006                    ,4.4899e-006                    ,4.4899e-006                    ,-5.6432e-006                   ,4.2979                         ,0.41196                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.835                          ,126.1272                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
461.75                          ,2980                           ,0.0002206                      ,1                              ,0.0002206                      ,2.5369e-005                    ,2.5146e-005                    ,2.2303e-007                    ,2.085e-006                     ,3.1871e-006                    ,4.4225e-006                    ,4.4225e-006                    ,-5.5728e-006                   ,4.3167                         ,0.49387                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8446                         ,125.9292                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
462.9                           ,2990                           ,0.0002179                      ,1                              ,0.0002179                      ,2.6148e-005                    ,2.5131e-005                    ,1.0174e-006                    ,2.0547e-006                    ,3.1437e-006                    ,4.3644e-006                    ,4.3644e-006                    ,-5.5119e-006                   ,4.3385                         ,0.29522                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8531                         ,125.7857                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
464.1                           ,3000                           ,0.0002348                      ,1                              ,0.0002348                      ,2.7002e-005                    ,2.5128e-005                    ,1.8739e-006                    ,2.029e-006                     ,3.1069e-006                    ,4.3151e-006                    ,4.3151e-006                    ,-5.4605e-006                   ,4.3633                         ,0.29522                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8603                         ,125.6951                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
465.25                          ,3010                           ,0.0002762                      ,1                              ,0.0002762                      ,3.1073e-005                    ,2.5125e-005                    ,5.9472e-006                    ,2.0071e-006                    ,3.0759e-006                    ,4.2738e-006                    ,4.2738e-006                    ,-5.4184e-006                   ,4.3908                         ,0.46713                        ,1                              ,1                              ,1                              ,1                              ,0                              ,1.6734e-005                    ,6.8661                         ,125.6556                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
466.375                         ,3020                           ,0.0002317                      ,1                              ,0.0002317                      ,2.6066e-005                    ,2.5123e-005                    ,9.4279e-007                    ,1.9884e-006                    ,3.0497e-006                    ,4.2392e-006                    ,4.2392e-006                    ,-5.3851e-006                   ,4.4203                         ,0.50826                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8705                         ,125.6655                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
467.5                           ,3030                           ,0.0002043                      ,1                              ,0.0002043                      ,2.2984e-005                    ,2.5123e-005                    ,-2.1392e-006                   ,1.9719e-006                    ,3.0271e-006                    ,4.2098e-006                    ,4.2098e-006                    ,-5.3596e-006                   ,4.4514                         ,0.1186                         ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8732                         ,125.723                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
468.625                         ,3040                           ,0.000218                       ,1                              ,0.000218                       ,2.4525e-005                    ,2.5125e-005                    ,-5.9964e-007                   ,1.9569e-006                    ,3.0072e-006                    ,4.1845e-006                    ,4.1845e-006                    ,-5.3409e-006                   ,4.4834                         ,0.34169                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8742                         ,125.8261                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
469.75                          ,3050                           ,0.00022                        ,1                              ,0.00022                        ,2.31e-005                      ,2.513e-005                     ,-2.0296e-006                   ,1.9426e-006                    ,2.989e-006                     ,4.1618e-006                    ,4.1618e-006                    ,-5.3278e-006                   ,4.5157                         ,0.53825                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8734                         ,125.9723                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
470.8                           ,3060                           ,0.0002228                      ,1                              ,0.0002228                      ,2.4508e-005                    ,2.5139e-005                    ,-6.3119e-007                   ,1.9285e-006                    ,2.9716e-006                    ,4.1408e-006                    ,4.1408e-006                    ,-5.319e-006                    ,4.5481                         ,0.59703                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8705                         ,126.1589                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
471.9                           ,3070                           ,0.0002352                      ,1                              ,0.0002352                      ,2.5872e-005                    ,2.5154e-005                    ,7.1766e-007                    ,1.914e-006                     ,2.9542e-006                    ,4.1202e-006                    ,4.1202e-006                    ,-5.3136e-006                   ,4.5803                         ,0.56245                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8655                         ,126.383                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
473                             ,3080                           ,0.0002179                      ,1                              ,0.0002179                      ,2.3969e-005                    ,2.5175e-005                    ,-1.2057e-006                   ,1.8989e-006                    ,2.9366e-006                    ,4.0997e-006                    ,4.0997e-006                    ,-5.3107e-006                   ,4.6125                         ,0.66392                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8584                         ,126.6418                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
474.1                           ,3090                           ,0.0002353                      ,1                              ,0.0002353                      ,2.353e-005                     ,2.5199e-005                    ,-1.6687e-006                   ,1.8831e-006                    ,2.9184e-006                    ,4.0788e-006                    ,4.0788e-006                    ,-5.3098e-006                   ,4.6449                         ,0.55337                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8489                         ,126.9322                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
475.1                           ,3100                           ,0.0002034                      ,1                              ,0.0002034                      ,2.2374e-005                    ,2.5224e-005                    ,-2.8502e-006                   ,1.8665e-006                    ,2.8995e-006                    ,4.0573e-006                    ,4.0573e-006                    ,-5.3105e-006                   ,4.6774                         ,0.56075                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8371                         ,127.2515                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
476.2                           ,3110                           ,0.0002339                      ,1                              ,0.0002339                      ,2.339e-005                     ,2.5248e-005                    ,-1.8581e-006                   ,1.8492e-006                    ,2.88e-006                      ,4.0353e-006                    ,4.0353e-006                    ,-5.3126e-006                   ,4.7101                         ,0.71373                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8231                         ,127.5971                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
477.2                           ,3120                           ,0.0002194                      ,1                              ,0.0002194                      ,2.4134e-005                    ,2.5268e-005                    ,-1.1335e-006                   ,1.8313e-006                    ,2.86e-006                      ,4.013e-006                     ,4.013e-006                     ,-5.3161e-006                   ,4.7431                         ,0.74351                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8068                         ,127.9669                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
478.3                           ,3130                           ,0.0002504                      ,1                              ,0.0002504                      ,2.504e-005                     ,2.528e-005                     ,-2.4022e-007                   ,1.813e-006                     ,2.8397e-006                    ,3.9906e-006                    ,3.9906e-006                    ,-5.3207e-006                   ,4.7764                         ,0.41247                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.7883                         ,128.3596                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
479.3                           ,3140                           ,0.0002387                      ,1                              ,0.0002387                      ,2.566e-005                     ,2.5284e-005                    ,3.7588e-007                    ,1.7945e-006                    ,2.8194e-006                    ,3.9681e-006                    ,3.9681e-006                    ,-5.3262e-006                   ,4.8098                         ,0.70865                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.7679                         ,128.7751                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
480.375                         ,3150                           ,0.000244                       ,1                              ,0.000244                       ,2.501e-005                     ,2.5278e-005                    ,-2.6816e-007                   ,1.776e-006                     ,2.799e-006                     ,3.9458e-006                    ,3.9458e-006                    ,-5.3323e-006                   ,4.8432                         ,0.52731                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.7456                         ,129.2137                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
481.4                           ,3160                           ,0.000242                       ,1                              ,0.000242                       ,2.42e-005                      ,2.526e-005                     ,-1.0599e-006                   ,1.7577e-006                    ,2.7791e-006                    ,3.924e-006                     ,3.924e-006                     ,-5.339e-006                    ,4.8764                         ,0.81835                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.7217                         ,129.6759                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
482.4                           ,3170                           ,0.000243                       ,1                              ,0.000243                       ,2.43e-005                      ,2.5229e-005                    ,-9.2873e-007                   ,1.7408e-006                    ,2.7609e-006                    ,3.9043e-006                    ,3.9043e-006                    ,-5.3469e-006                   ,4.9098                         ,0.72446                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.6965                         ,130.1625                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
483.4                           ,3180                           ,0.0002559                      ,1                              ,0.0002559                      ,2.8149e-005                    ,2.5185e-005                    ,2.9642e-006                    ,1.7265e-006                    ,2.7459e-006                    ,3.8887e-006                    ,3.8887e-006                    ,-5.357e-006                    ,4.9435                         ,0.75229                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.6703                         ,130.6738                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
