cm Top_i (cm)                   ,age Top_i (yr BP)              ,char Count_i (#)               ,char Vol_i (cm3)               ,char Con_i (# cm-3)            ,char Acc_i (# cm-2 yr-1)       ,charBkg (# cm-2 yr-1)          ,char Peak (# cm-2 yr-1)        ,thresh 1 (# cm-2 yr-1)         ,thresh 2 (# cm-2 yr-1)         ,thresh 3 (# cm-2 yr-1)         ,thresh FinalPos (# cm-2 yr-1)  ,thresh FinalNeg (# cm-2 yr-1)  ,SNI (index)                    ,thresh GOF (p-val)             ,peaks 1                        ,peaks 2                        ,peaks 3                        ,peaks Final                    ,peaks Insig.                   ,peak Mag (# cm-2 peak-1)       ,smPeak Frequ (peaks 1ka-1)     ,smFRIs (yr*fire-1)             ,nFRIs (#)                      ,mFRI (yr fire-1)               ,mFRI_uCI (yr fire-1)           ,mFRI_lCI (yr fire-1)           ,WBLb (yr)                      ,WBLb_uCI (yr)                  ,WBLb_lCI (yr fire-1)           ,WBLc (unitless)                ,WBLc_uCI (unitless)            ,WBLc_lCI (unitless)            
328.375                         ,2260                           ,16.9                           ,3                              ,5.6333                         ,0.70417                        ,0.47194                        ,0.23223                        ,0.51141                        ,0.71931                        ,0.95235                        ,0.95235                        ,-0.93312                       ,49.8032                        ,0.059686                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.6989                         ,124.4845                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
329.625                         ,2270                           ,11.4                           ,3                              ,3.8                            ,0.475                          ,0.46974                        ,0.0052643                      ,0.51225                        ,0.72095                        ,0.95488                        ,0.95488                        ,-0.93781                       ,48.6674                        ,0.078817                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.7167                         ,124.5264                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
330.875                         ,2280                           ,11.5                           ,3                              ,3.8333                         ,0.49514                        ,0.46884                        ,0.026298                       ,0.51468                        ,0.72461                        ,0.95993                        ,0.95993                        ,-0.94395                       ,47.3837                        ,0.061943                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.7341                         ,124.5484                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
332.1667                        ,2290                           ,12                             ,3                              ,4                              ,0.53333                        ,0.46885                        ,0.064479                       ,0.51866                        ,0.73025                        ,0.96742                        ,0.96742                        ,-0.9515                        ,45.9724                        ,0.027545                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.7507                         ,124.5482                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
333.5                           ,2300                           ,4.4                            ,3                              ,1.4667                         ,0.18333                        ,0.46934                        ,-0.28601                       ,0.52407                        ,0.7377                         ,0.97716                        ,0.97716                        ,-0.96029                       ,44.4563                        ,0.053898                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.7667                         ,124.5235                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
334.75                          ,2310                           ,10.1                           ,3                              ,3.3667                         ,0.46292                        ,0.46998                        ,-0.0070681                     ,0.53071                        ,0.74672                        ,0.98883                        ,0.98883                        ,-0.97011                       ,42.859                         ,0.062293                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.7819                         ,124.4727                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
336.125                         ,2320                           ,10.4                           ,3                              ,3.4667                         ,0.43333                        ,0.47055                        ,-0.037218                      ,0.53839                        ,0.75702                        ,1.0021                         ,1.0021                         ,-0.98069                       ,41.2047                        ,0.055696                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.7964                         ,124.3941                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
337.375                         ,2330                           ,6.9                            ,3                              ,2.3                            ,0.31625                        ,0.47095                        ,-0.1547                        ,0.54688                        ,0.76833                        ,1.0165                         ,1.0165                         ,-0.99178                       ,39.5173                        ,0.080232                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.8101                         ,124.2867                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
338.75                          ,2340                           ,12.2                           ,3                              ,4.0667                         ,0.57611                        ,0.47121                        ,0.1049                         ,0.55594                        ,0.78032                        ,1.0318                         ,1.0318                         ,-1.0031                        ,37.8196                        ,0.060591                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.8232                         ,124.1497                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
340.1667                        ,2350                           ,11.2                           ,3                              ,3.7333                         ,0.49778                        ,0.47147                        ,0.026305                       ,0.56538                        ,0.79275                        ,1.0476                         ,1.0476                         ,-1.0144                        ,36.1318                        ,0.065652                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.8357                         ,123.9826                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
341.5                           ,2360                           ,11.9                           ,3                              ,3.9667                         ,0.595                          ,0.47191                        ,0.12309                        ,0.57503                        ,0.80539                        ,1.0636                         ,1.0636                         ,-1.0255                        ,34.4706                        ,0.00042651                     ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.8478                         ,123.7856                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
343                             ,2370                           ,7.4                            ,3                              ,2.4667                         ,0.34533                        ,0.47277                        ,-0.12744                       ,0.58473                        ,0.81803                        ,1.0795                         ,1.0795                         ,-1.0363                        ,32.85                          ,0.00093774                     ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.8595                         ,123.5593                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
344.4                           ,2380                           ,8.2                            ,1.5                            ,5.4667                         ,0.82                           ,0.47463                        ,0.34537                        ,0.59428                        ,0.83043                        ,1.0951                         ,1.0951                         ,-1.0465                        ,31.2796                        ,0.74473                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.8711                         ,123.3046                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
345.9                           ,2390                           ,2                              ,1.5                            ,1.3333                         ,0.22                           ,0.47656                        ,-0.25656                       ,0.60347                        ,0.84231                        ,1.11                           ,1.11                           ,-1.056                         ,29.7647                        ,0.78389                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.8826                         ,123.0228                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
347.55                          ,2400                           ,3.1                            ,1.5                            ,2.0667                         ,0.31                           ,0.47878                        ,-0.16878                       ,0.61219                        ,0.85353                        ,1.124                          ,1.124                          ,-1.0646                        ,28.3075                        ,0.80489                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.8943                         ,122.7153                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
349.05                          ,2410                           ,4.6                            ,1.5                            ,3.0667                         ,0.506                          ,0.48226                        ,0.023742                       ,0.62043                        ,0.86406                        ,1.1371                         ,1.1371                         ,-1.0724                        ,26.9085                        ,0.17872                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.9061                         ,122.3838                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
350.7                           ,2420                           ,13.2                           ,1.8                            ,8.6667                         ,1.4156                         ,0.48661                        ,0.92894                        ,0.62824                        ,0.874                          ,1.1495                         ,1.1495                         ,-1.0793                        ,25.5668                        ,0.47103                        ,1                              ,1                              ,0                              ,0                              ,0                              ,0                              ,7.9184                         ,122.0301                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
352.3333                        ,2430                           ,5                              ,3                              ,1.6667                         ,0.27778                        ,0.49171                        ,-0.21394                       ,0.6358                         ,0.88354                        ,1.1612                         ,1.1612                         ,-1.0855                        ,24.281                         ,0.9181                         ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.9311                         ,121.6563                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
354                             ,2440                           ,12.7                           ,3                              ,4.2333                         ,0.70556                        ,0.49745                        ,0.20811                        ,0.6433                         ,0.89295                        ,1.1728                         ,1.1728                         ,-1.0913                        ,23.048                         ,0.96715                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.9446                         ,121.2646                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
355.6667                        ,2450                           ,8.4                            ,3                              ,2.8                            ,0.46667                        ,0.50379                        ,-0.037122                      ,0.65103                        ,0.90259                        ,1.1846                         ,1.1846                         ,-1.0968                        ,21.8641                        ,0.82046                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.9588                         ,120.8572                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
357.3333                        ,2460                           ,22.6                           ,3                              ,7.5333                         ,1.3811                         ,0.51076                        ,0.87036                        ,0.65927                        ,0.91282                        ,1.197                          ,1.197                          ,-1.1024                        ,20.7274                        ,0.58182                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.9739                         ,120.4367                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
359.1667                        ,2470                           ,21                             ,3                              ,7                              ,1.2833                         ,0.51827                        ,0.76506                        ,0.6683                         ,0.92401                        ,1.2106                         ,1.2106                         ,-1.1084                        ,19.64                          ,0.46072                        ,1                              ,0                              ,0                              ,0                              ,0                              ,0                              ,7.99                           ,120.0054                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
361                             ,2480                           ,6.7                            ,3                              ,2.2333                         ,0.40944                        ,0.5286                         ,-0.11916                       ,0.67835                        ,0.93646                        ,1.2258                         ,1.2258                         ,-1.115                         ,18.6073                        ,0.26339                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.0072                         ,119.5657                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
362.8333                        ,2490                           ,24                             ,3                              ,8                              ,1.5333                         ,0.53635                        ,0.99698                        ,0.68963                        ,0.95044                        ,1.2428                         ,1.2428                         ,-1.1225                        ,17.6372                        ,0.0045279                      ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.0254                         ,119.1199                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
364.75                          ,2500                           ,40.7                           ,3                              ,13.5667                        ,2.7133                         ,0.54404                        ,2.1693                         ,0.70223                        ,0.96608                        ,1.2618                         ,1.2618                         ,-1.131                         ,16.7403                        ,0.29877                        ,1                              ,1                              ,1                              ,1                              ,0                              ,9.0747                         ,8.0446                         ,118.6699                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
366.75                          ,2510                           ,6.1                            ,3                              ,2.0333                         ,0.40667                        ,0.55138                        ,-0.14472                       ,0.71612                        ,0.98335                        ,1.2829                         ,1.2829                         ,-1.1407                        ,15.9287                        ,0.26104                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.0648                         ,118.2172                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
368.75                          ,2520                           ,2.2                            ,3                              ,0.73333                        ,0.15278                        ,0.55814                        ,-0.40537                       ,0.73118                        ,1.0021                         ,1.3058                         ,1.3058                         ,-1.1514                        ,15.2136                        ,0.18735                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.0859                         ,117.7627                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
370.8333                        ,2530                           ,2.7                            ,3                              ,0.9                            ,0.195                          ,0.56409                        ,-0.36909                       ,0.74725                        ,1.0222                         ,1.3304                         ,1.3304                         ,-1.1632                        ,14.6041                        ,0.18749                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.1077                         ,117.3072                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
373                             ,2540                           ,4.4                            ,3                              ,1.4667                         ,0.29333                        ,0.56908                        ,-0.27575                       ,0.76412                        ,1.0433                         ,1.3563                         ,1.3563                         ,-1.1759                        ,14.1064                        ,0.20212                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.1302                         ,116.8511                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
375                             ,2550                           ,2                              ,3                              ,0.66667                        ,0.15                           ,0.57298                        ,-0.42298                       ,0.78154                        ,1.0652                         ,1.3832                         ,1.3832                         ,-1.1894                        ,13.7226                        ,0.17464                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.1531                         ,116.3949                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
377.25                          ,2560                           ,1.6                            ,3                              ,0.53333                        ,0.12                           ,0.57573                        ,-0.45573                       ,0.79927                        ,1.0875                         ,1.4106                         ,1.4106                         ,-1.2035                        ,13.4491                        ,0.15552                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.1764                         ,115.9388                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
379.5                           ,2570                           ,13.4                           ,3                              ,4.4667                         ,1.1167                         ,0.57732                        ,0.53934                        ,0.81705                        ,1.1099                         ,1.4382                         ,1.4382                         ,-1.218                         ,13.2762                        ,0.16003                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.1998                         ,115.4829                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
382                             ,2580                           ,2.3                            ,3                              ,0.76667                        ,0.1725                         ,0.57782                        ,-0.40532                       ,0.8346                         ,1.1321                         ,1.4656                         ,1.4656                         ,-1.2326                        ,13.1872                        ,0.1911                         ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.2232                         ,115.0272                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
384.25                          ,2590                           ,6.4                            ,3                              ,2.1333                         ,0.53333                        ,0.57372                        ,-0.040385                      ,0.85163                        ,1.1537                         ,1.4922                         ,1.4922                         ,-1.2469                        ,13.1608                        ,0.20101                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.2466                         ,114.5713                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
386.75                          ,2600                           ,9.5                            ,3                              ,3.1667                         ,0.79167                        ,0.5723                         ,0.21937                        ,0.86785                        ,1.1742                         ,1.5176                         ,1.5176                         ,-1.2606                        ,13.1726                        ,0.13759                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.2698                         ,114.1151                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
389.25                          ,2610                           ,9.1                            ,3                              ,3.0333                         ,0.75833                        ,0.5705                         ,0.18783                        ,0.88292                        ,1.1933                         ,1.5411                         ,1.5411                         ,-1.2733                        ,13.1978                        ,0.13128                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.2926                         ,113.6583                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
391.75                          ,2620                           ,10.1                           ,3                              ,3.3667                         ,0.84167                        ,0.56528                        ,0.27639                        ,0.89651                        ,1.2104                         ,1.5623                         ,1.5623                         ,-1.2846                        ,13.2149                        ,0.083423                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.3151                         ,113.201                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
394.25                          ,2630                           ,14                             ,3                              ,4.6667                         ,1.2833                         ,0.56355                        ,0.71979                        ,0.90851                        ,1.2255                         ,1.5809                         ,1.5809                         ,-1.2943                        ,13.2117                        ,0.10648                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.3371                         ,112.7433                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
397                             ,2640                           ,12.8                           ,3                              ,4.2667                         ,1.0667                         ,0.5619                         ,0.50477                        ,0.91904                        ,1.2388                         ,1.5971                         ,1.5971                         ,-1.3024                        ,13.1857                        ,0.11089                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.3587                         ,112.2857                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
399.5                           ,2650                           ,17.2                           ,3                              ,5.7333                         ,1.4333                         ,0.56034                        ,0.873                          ,0.92831                        ,1.2504                         ,1.6113                         ,1.6113                         ,-1.3093                        ,13.1366                        ,0.10557                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.3798                         ,111.8287                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
402                             ,2660                           ,67.6                           ,3                              ,22.5333                        ,6.1967                         ,0.55885                        ,5.6378                         ,0.93654                        ,1.2606                         ,1.6238                         ,1.6238                         ,-1.315                         ,13.0649                        ,0.11215                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.4003                         ,111.3728                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
404.75                          ,2670                           ,36.2                           ,3                              ,12.0667                        ,3.0167                         ,0.55742                        ,2.4592                         ,0.9439                         ,1.2697                         ,1.6349                         ,1.6349                         ,-1.3199                        ,12.9716                        ,0.10742                        ,1                              ,1                              ,1                              ,1                              ,0                              ,53.2215                        ,8.4202                         ,110.9182                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
407.25                          ,2680                           ,4.7                            ,3                              ,1.5667                         ,0.39167                        ,0.55605                        ,-0.16438                       ,0.95059                        ,1.278                          ,1.645                          ,1.645                          ,-1.3242                        ,12.859                         ,0.10468                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.4395                         ,110.4651                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
